ip,provider,confidence,country,city,server_type,asn,asn_name,source,source_date,hostname,collection_method,threat_relevance
85.237.212.204,pia,confirmed,PL,Poland,wg,AS206092,"SECFIREWALLAS, CY",pia_api,2026-04-22,Server-11700-2a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
85.237.212.185,pia,confirmed,PL,Poland,wg,AS206092,"SECFIREWALLAS, CY",pia_api,2026-04-22,Server-10790-4a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
85.237.212.100,pia,confirmed,PL,Poland,meta,AS206092,"SECFIREWALLAS, CY",pia_api,2026-04-22,Server-11700-2a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
85.237.212.12,pia,confirmed,PL,Poland,meta,AS206092,"SECFIREWALLAS, CY",pia_api,2026-04-22,Server-10790-4a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
85.237.212.195,pia,confirmed,PL,Poland,meta,AS206092,"SECFIREWALLAS, CY",pia_api,2026-04-22,Server-12560-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
146.103.18.91,pia,confirmed,ID,Indonesia,ovpnudp,AS137409,"GSLNETWORKS-AS-AP GSL Networks Pty LTD, AU",pia_api,2026-04-22,Server-11668-3a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
146.103.18.35,pia,confirmed,ID,Indonesia,ovpntcp,AS137409,"GSLNETWORKS-AS-AP GSL Networks Pty LTD, AU",pia_api,2026-04-22,Server-11668-3a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
146.103.18.23,pia,confirmed,ID,Indonesia,meta,AS137409,"GSLNETWORKS-AS-AP GSL Networks Pty LTD, AU",pia_api,2026-04-22,Server-11668-3a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
91.90.120.132,pia,confirmed,GL,Greenland,meta,AS9009,"M247, RO",pia_api,2026-04-22,Server-12522-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
91.90.120.207,pia,confirmed,GL,Greenland,meta,AS9009,"M247, RO",pia_api,2026-04-22,Server-12539-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
91.90.120.147,pia,confirmed,GL,Greenland,meta,AS9009,"M247, RO",pia_api,2026-04-22,Server-12534-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
91.90.120.135,pia,confirmed,GL,Greenland,ovpnudp,AS9009,"M247, RO",pia_api,2026-04-22,Server-12522-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
91.90.120.213,pia,confirmed,GL,Greenland,ovpnudp,AS9009,"M247, RO",pia_api,2026-04-22,Server-12539-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
91.90.120.146,pia,confirmed,GL,Greenland,ovpnudp,AS9009,"M247, RO",pia_api,2026-04-22,Server-12534-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
91.90.120.131,pia,confirmed,GL,Greenland,ikev2,AS9009,"M247, RO",pia_api,2026-04-22,Server-12522-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
91.90.120.206,pia,confirmed,GL,Greenland,ikev2,AS9009,"M247, RO",pia_api,2026-04-22,Server-12539-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
91.90.120.134,pia,confirmed,GL,Greenland,ovpntcp,AS9009,"M247, RO",pia_api,2026-04-22,Server-12522-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
91.90.120.209,pia,confirmed,GL,Greenland,ovpntcp,AS9009,"M247, RO",pia_api,2026-04-22,Server-12539-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
196.196.53.51,pia,confirmed,LV,Latvia,ovpntcp,AS41564,"AS41564, GB",pia_api,2026-04-22,Server-12540-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
196.196.53.132,pia,confirmed,LV,Latvia,ovpntcp,AS41564,"AS41564, GB",pia_api,2026-04-22,Server-12542-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
196.196.53.102,pia,confirmed,LV,Latvia,ovpntcp,AS41564,"AS41564, GB",pia_api,2026-04-22,Server-12537-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
196.196.53.131,pia,confirmed,LV,Latvia,ikev2,AS41564,"AS41564, GB",pia_api,2026-04-22,Server-12542-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
196.196.53.99,pia,confirmed,LV,Latvia,ikev2,AS41564,"AS41564, GB",pia_api,2026-04-22,Server-12537-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
196.196.53.58,pia,confirmed,LV,Latvia,ovpnudp,AS41564,"AS41564, GB",pia_api,2026-04-22,Server-12540-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
196.196.53.134,pia,confirmed,LV,Latvia,ovpnudp,AS41564,"AS41564, GB",pia_api,2026-04-22,Server-12542-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
196.196.53.104,pia,confirmed,LV,Latvia,ovpnudp,AS41564,"AS41564, GB",pia_api,2026-04-22,Server-12537-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
196.196.53.52,pia,confirmed,LV,Latvia,meta,AS41564,"AS41564, GB",pia_api,2026-04-22,Server-12540-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
196.196.53.138,pia,confirmed,LV,Latvia,meta,AS41564,"AS41564, GB",pia_api,2026-04-22,Server-12542-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
196.196.53.100,pia,confirmed,LV,Latvia,meta,AS41564,"AS41564, GB",pia_api,2026-04-22,Server-12537-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
178.175.128.42,pia,confirmed,MD,Moldova,ovpnudp,AS43289,"TRABIA, MD",pia_api,2026-04-22,Server-12545-1a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
178.175.129.40,pia,confirmed,MD,Moldova,ovpnudp,AS43289,"TRABIA, MD",pia_api,2026-04-22,Server-12543-1a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
178.175.128.35,pia,confirmed,MD,Moldova,ikev2,AS43289,"TRABIA, MD",pia_api,2026-04-22,Server-12545-1a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
178.175.128.38,pia,confirmed,MD,Moldova,ovpntcp,AS43289,"TRABIA, MD",pia_api,2026-04-22,Server-12545-1a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
178.175.129.38,pia,confirmed,MD,Moldova,ovpntcp,AS43289,"TRABIA, MD",pia_api,2026-04-22,Server-12543-1a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
178.175.128.36,pia,confirmed,MD,Moldova,meta,AS43289,"TRABIA, MD",pia_api,2026-04-22,Server-12545-1a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
178.175.129.36,pia,confirmed,MD,Moldova,meta,AS43289,"TRABIA, MD",pia_api,2026-04-22,Server-12543-1a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
45.133.193.51,pia,confirmed,IS,Iceland,ovpnudp,AS206804,"ESTNOC-GLOBAL, EE",pia_api,2026-04-22,Server-12547-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
45.133.193.41,pia,confirmed,IS,Iceland,ovpnudp,AS206804,"ESTNOC-GLOBAL, EE",pia_api,2026-04-22,Server-12544-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
45.133.193.87,pia,confirmed,IS,Iceland,ovpnudp,AS206804,"ESTNOC-GLOBAL, EE",pia_api,2026-04-22,Server-12546-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
45.133.193.35,pia,confirmed,IS,Iceland,wg,AS206804,"ESTNOC-GLOBAL, EE",pia_api,2026-04-22,Server-12544-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
45.133.193.83,pia,confirmed,IS,Iceland,wg,AS206804,"ESTNOC-GLOBAL, EE",pia_api,2026-04-22,Server-12546-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
45.133.193.54,pia,confirmed,IS,Iceland,ovpntcp,AS206804,"ESTNOC-GLOBAL, EE",pia_api,2026-04-22,Server-12547-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
45.133.193.38,pia,confirmed,IS,Iceland,ovpntcp,AS206804,"ESTNOC-GLOBAL, EE",pia_api,2026-04-22,Server-12544-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
45.133.193.86,pia,confirmed,IS,Iceland,ovpntcp,AS206804,"ESTNOC-GLOBAL, EE",pia_api,2026-04-22,Server-12546-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
45.133.193.52,pia,confirmed,IS,Iceland,meta,AS206804,"ESTNOC-GLOBAL, EE",pia_api,2026-04-22,Server-12547-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
45.133.193.36,pia,confirmed,IS,Iceland,meta,AS206804,"ESTNOC-GLOBAL, EE",pia_api,2026-04-22,Server-12544-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
45.133.193.84,pia,confirmed,IS,Iceland,meta,AS206804,"ESTNOC-GLOBAL, EE",pia_api,2026-04-22,Server-12546-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
95.181.234.75,pia,confirmed,QA,Qatar,ovpntcp,AS9009,"M247, RO",pia_api,2026-04-22,Server-12549-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
95.181.234.122,pia,confirmed,QA,Qatar,ovpntcp,AS9009,"M247, RO",pia_api,2026-04-22,Server-12548-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
95.181.234.89,pia,confirmed,QA,Qatar,ovpntcp,AS9009,"M247, RO",pia_api,2026-04-22,Server-12552-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
95.181.234.103,pia,confirmed,QA,Qatar,meta,AS9009,"M247, RO",pia_api,2026-04-22,Server-12549-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
95.181.234.60,pia,confirmed,QA,Qatar,meta,AS9009,"M247, RO",pia_api,2026-04-22,Server-12548-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
95.181.234.88,pia,confirmed,QA,Qatar,meta,AS9009,"M247, RO",pia_api,2026-04-22,Server-12552-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
95.181.234.77,pia,confirmed,QA,Qatar,wg,AS9009,"M247, RO",pia_api,2026-04-22,Server-12549-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
95.181.234.14,pia,confirmed,QA,Qatar,ovpnudp,AS9009,"M247, RO",pia_api,2026-04-22,Server-12548-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
95.181.234.108,pia,confirmed,QA,Qatar,ovpnudp,AS9009,"M247, RO",pia_api,2026-04-22,Server-12552-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
146.70.65.205,pia,confirmed,NG,Nigeria,ovpntcp,AS9009,"M247, RO",pia_api,2026-04-22,Server-12550-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
146.70.65.180,pia,confirmed,NG,Nigeria,ovpntcp,AS9009,"M247, RO",pia_api,2026-04-22,Server-12553-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
146.70.65.233,pia,confirmed,NG,Nigeria,ovpntcp,AS9009,"M247, RO",pia_api,2026-04-22,Server-12551-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
146.70.65.211,pia,confirmed,NG,Nigeria,ovpnudp,AS9009,"M247, RO",pia_api,2026-04-22,Server-12550-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
146.70.65.187,pia,confirmed,NG,Nigeria,ovpnudp,AS9009,"M247, RO",pia_api,2026-04-22,Server-12553-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
146.70.65.235,pia,confirmed,NG,Nigeria,ovpnudp,AS9009,"M247, RO",pia_api,2026-04-22,Server-12551-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
146.70.65.230,pia,confirmed,NG,Nigeria,wg,AS9009,"M247, RO",pia_api,2026-04-22,Server-12551-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
146.70.65.206,pia,confirmed,NG,Nigeria,meta,AS9009,"M247, RO",pia_api,2026-04-22,Server-12550-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
146.70.65.181,pia,confirmed,NG,Nigeria,meta,AS9009,"M247, RO",pia_api,2026-04-22,Server-12553-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
146.70.65.231,pia,confirmed,NG,Nigeria,meta,AS9009,"M247, RO",pia_api,2026-04-22,Server-12551-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
188.119.190.64,pia,confirmed,US,US Massachusetts,meta,AS212238,"CDNEXT, GB",pia_api,2026-04-22,Server-12229-3a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
188.119.190.109,pia,confirmed,US,US Massachusetts,ovpnudp,AS212238,"CDNEXT, GB",pia_api,2026-04-22,Server-12229-3a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
188.119.190.2,pia,confirmed,US,US Massachusetts,ikev2,AS212238,"CDNEXT, GB",pia_api,2026-04-22,Server-12229-3a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
188.119.190.77,pia,confirmed,US,US Massachusetts,ovpntcp,AS212238,"CDNEXT, GB",pia_api,2026-04-22,Server-12229-3a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
85.203.46.208,pia,confirmed,GB,UK London,meta,AS212238,"CDNEXT, GB",pia_api,2026-04-22,Server-10873-2a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
85.203.46.249,pia,confirmed,GB,UK London,meta,AS212238,"CDNEXT, GB",pia_api,2026-04-22,Server-10874-2a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
85.203.46.117,pia,confirmed,GB,UK London,meta,AS212238,"CDNEXT, GB",pia_api,2026-04-22,Server-10870-2a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
85.203.46.180,pia,confirmed,GB,UK London,wg,AS212238,"CDNEXT, GB",pia_api,2026-04-22,Server-10873-2a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
85.203.46.19,pia,confirmed,GB,UK London,wg,AS212238,"CDNEXT, GB",pia_api,2026-04-22,Server-10874-2a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
85.203.46.72,pia,confirmed,GB,UK London,wg,AS212238,"CDNEXT, GB",pia_api,2026-04-22,Server-10870-2a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
85.203.46.181,pia,confirmed,GB,UK London,ovpntcp,AS212238,"CDNEXT, GB",pia_api,2026-04-22,Server-10873-2a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
85.203.46.95,pia,confirmed,GB,UK London,ovpntcp,AS212238,"CDNEXT, GB",pia_api,2026-04-22,Server-10874-2a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
85.203.46.92,pia,confirmed,GB,UK London,ovpntcp,AS212238,"CDNEXT, GB",pia_api,2026-04-22,Server-10870-2a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
85.203.46.48,pia,confirmed,GB,UK London,ovpnudp,AS212238,"CDNEXT, GB",pia_api,2026-04-22,Server-10874-2a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
85.203.46.229,pia,confirmed,GB,UK London,ovpnudp,AS212238,"CDNEXT, GB",pia_api,2026-04-22,Server-10870-2a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
165.231.182.45,pia,confirmed,EE,Estonia,ovpntcp,AS58065,"PACKETEXCHANGE, GB",pia_api,2026-04-22,Server-12555-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
165.231.182.231,pia,confirmed,EE,Estonia,ovpntcp,AS58065,"PACKETEXCHANGE, GB",pia_api,2026-04-22,Server-12563-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
165.231.182.113,pia,confirmed,EE,Estonia,ovpntcp,AS58065,"PACKETEXCHANGE, GB",pia_api,2026-04-22,Server-12562-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
165.231.182.42,pia,confirmed,EE,Estonia,wg,AS58065,"PACKETEXCHANGE, GB",pia_api,2026-04-22,Server-12555-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
165.231.182.110,pia,confirmed,EE,Estonia,wg,AS58065,"PACKETEXCHANGE, GB",pia_api,2026-04-22,Server-12562-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
165.231.182.43,pia,confirmed,EE,Estonia,meta,AS58065,"PACKETEXCHANGE, GB",pia_api,2026-04-22,Server-12555-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
165.231.182.232,pia,confirmed,EE,Estonia,meta,AS58065,"PACKETEXCHANGE, GB",pia_api,2026-04-22,Server-12563-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
165.231.182.111,pia,confirmed,EE,Estonia,meta,AS58065,"PACKETEXCHANGE, GB",pia_api,2026-04-22,Server-12562-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
165.231.182.48,pia,confirmed,EE,Estonia,ovpnudp,AS58065,"PACKETEXCHANGE, GB",pia_api,2026-04-22,Server-12555-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
165.231.182.235,pia,confirmed,EE,Estonia,ovpnudp,AS58065,"PACKETEXCHANGE, GB",pia_api,2026-04-22,Server-12563-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
165.231.182.117,pia,confirmed,EE,Estonia,ovpnudp,AS58065,"PACKETEXCHANGE, GB",pia_api,2026-04-22,Server-12562-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
173.239.198.103,pia,confirmed,US,US Seattle,ovpntcp,AS212238,"CDNEXT, GB",pia_api,2026-04-22,Server-10898-2a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
173.239.198.145,pia,confirmed,US,US Seattle,ovpntcp,AS212238,"CDNEXT, GB",pia_api,2026-04-22,Server-11735-2a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
173.239.198.111,pia,confirmed,US,US Seattle,ovpntcp,AS212238,"CDNEXT, GB",pia_api,2026-04-22,Server-10895-2a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
173.239.198.178,pia,confirmed,US,US Seattle,ikev2,AS212238,"CDNEXT, GB",pia_api,2026-04-22,Server-11735-2a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
173.239.198.70,pia,confirmed,US,US Seattle,ikev2,AS212238,"CDNEXT, GB",pia_api,2026-04-22,Server-10895-2a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
173.239.198.53,pia,confirmed,US,US Seattle,ovpnudp,AS212238,"CDNEXT, GB",pia_api,2026-04-22,Server-10898-2a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
173.239.198.118,pia,confirmed,US,US Seattle,ovpnudp,AS212238,"CDNEXT, GB",pia_api,2026-04-22,Server-11735-2a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
173.239.198.54,pia,confirmed,US,US Seattle,ovpnudp,AS212238,"CDNEXT, GB",pia_api,2026-04-22,Server-10895-2a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
173.239.198.65,pia,confirmed,US,US Seattle,meta,AS212238,"CDNEXT, GB",pia_api,2026-04-22,Server-10898-2a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
173.239.198.46,pia,confirmed,US,US Seattle,meta,AS212238,"CDNEXT, GB",pia_api,2026-04-22,Server-11735-2a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
173.239.198.175,pia,confirmed,US,US Seattle,meta,AS212238,"CDNEXT, GB",pia_api,2026-04-22,Server-10895-2a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
185.150.0.100,pia,confirmed,SG,Singapore,meta,AS212238,"CDNEXT, GB",pia_api,2026-04-22,Server-10882-2a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
185.150.0.58,pia,confirmed,SG,Singapore,meta,AS212238,"CDNEXT, GB",pia_api,2026-04-22,Server-10880-2a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
185.150.0.123,pia,confirmed,SG,Singapore,meta,AS212238,"CDNEXT, GB",pia_api,2026-04-22,Server-10881-2a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
185.150.0.41,pia,confirmed,SG,Singapore,wg,AS212238,"CDNEXT, GB",pia_api,2026-04-22,Server-10882-2a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
185.150.0.205,pia,confirmed,SG,Singapore,wg,AS212238,"CDNEXT, GB",pia_api,2026-04-22,Server-10880-2a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
185.150.0.132,pia,confirmed,SG,Singapore,wg,AS212238,"CDNEXT, GB",pia_api,2026-04-22,Server-10881-2a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
185.150.0.118,pia,confirmed,SG,Singapore,ovpnudp,AS212238,"CDNEXT, GB",pia_api,2026-04-22,Server-10882-2a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
185.150.0.197,pia,confirmed,SG,Singapore,ovpnudp,AS212238,"CDNEXT, GB",pia_api,2026-04-22,Server-10880-2a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
185.150.0.88,pia,confirmed,SG,Singapore,ovpnudp,AS212238,"CDNEXT, GB",pia_api,2026-04-22,Server-10881-2a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
154.16.95.7,pia,confirmed,ZA,South Africa,ovpntcp,AS212238,"CDNEXT, GB",pia_api,2026-04-22,Server-12022-3a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
154.16.95.130,pia,confirmed,ZA,South Africa,ovpnudp,AS212238,"CDNEXT, GB",pia_api,2026-04-22,Server-12022-3a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
154.16.95.64,pia,confirmed,ZA,South Africa,meta,AS212238,"CDNEXT, GB",pia_api,2026-04-22,Server-12022-3a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
95.181.235.3,pia,confirmed,SA,Saudi Arabia,ovpntcp,AS9009,"M247, RO",pia_api,2026-04-22,Server-12570-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
95.181.235.163,pia,confirmed,SA,Saudi Arabia,ovpntcp,AS9009,"M247, RO",pia_api,2026-04-22,Server-12575-1a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
95.181.235.149,pia,confirmed,SA,Saudi Arabia,ovpntcp,AS9009,"M247, RO",pia_api,2026-04-22,Server-12574-1a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
95.181.235.10,pia,confirmed,SA,Saudi Arabia,ovpnudp,AS9009,"M247, RO",pia_api,2026-04-22,Server-12570-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
95.181.235.165,pia,confirmed,SA,Saudi Arabia,ovpnudp,AS9009,"M247, RO",pia_api,2026-04-22,Server-12575-1a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
95.181.235.151,pia,confirmed,SA,Saudi Arabia,ovpnudp,AS9009,"M247, RO",pia_api,2026-04-22,Server-12574-1a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
95.181.235.160,pia,confirmed,SA,Saudi Arabia,ikev2,AS9009,"M247, RO",pia_api,2026-04-22,Server-12575-1a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
95.181.235.146,pia,confirmed,SA,Saudi Arabia,ikev2,AS9009,"M247, RO",pia_api,2026-04-22,Server-12574-1a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
95.181.235.4,pia,confirmed,SA,Saudi Arabia,meta,AS9009,"M247, RO",pia_api,2026-04-22,Server-12570-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
95.181.235.161,pia,confirmed,SA,Saudi Arabia,meta,AS9009,"M247, RO",pia_api,2026-04-22,Server-12575-1a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
95.181.235.147,pia,confirmed,SA,Saudi Arabia,meta,AS9009,"M247, RO",pia_api,2026-04-22,Server-12574-1a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
98.159.234.148,pia,confirmed,GB,UK Southampton,wg,AS212238,"CDNEXT, GB",pia_api,2026-04-22,Server-12573-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
98.159.234.230,pia,confirmed,GB,UK Southampton,wg,AS212238,"CDNEXT, GB",pia_api,2026-04-22,Server-12571-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
98.159.234.245,pia,confirmed,GB,UK Southampton,wg,AS212238,"CDNEXT, GB",pia_api,2026-04-22,Server-12568-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
98.159.234.231,pia,confirmed,GB,UK Southampton,ovpnudp,AS212238,"CDNEXT, GB",pia_api,2026-04-22,Server-12573-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
98.159.234.152,pia,confirmed,GB,UK Southampton,ovpnudp,AS212238,"CDNEXT, GB",pia_api,2026-04-22,Server-12571-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
98.159.234.244,pia,confirmed,GB,UK Southampton,meta,AS212238,"CDNEXT, GB",pia_api,2026-04-22,Server-12573-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
98.159.234.189,pia,confirmed,GB,UK Southampton,meta,AS212238,"CDNEXT, GB",pia_api,2026-04-22,Server-12571-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
98.159.234.191,pia,confirmed,GB,UK Southampton,meta,AS212238,"CDNEXT, GB",pia_api,2026-04-22,Server-12568-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
98.159.234.217,pia,confirmed,GB,UK Southampton,ovpntcp,AS212238,"CDNEXT, GB",pia_api,2026-04-22,Server-12573-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
98.159.234.141,pia,confirmed,GB,UK Southampton,ovpntcp,AS212238,"CDNEXT, GB",pia_api,2026-04-22,Server-12571-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
194.146.92.4,pia,confirmed,ES,ES Madrid,meta,AS212238,"CDNEXT, GB",pia_api,2026-04-22,Server-10953-4a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
194.146.92.46,pia,confirmed,ES,ES Madrid,meta,AS212238,"CDNEXT, GB",pia_api,2026-04-22,Server-10954-4a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
194.146.92.217,pia,confirmed,ES,ES Madrid,meta,AS212238,"CDNEXT, GB",pia_api,2026-04-22,Server-12564-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
194.146.92.6,pia,confirmed,ES,ES Madrid,wg,AS212238,"CDNEXT, GB",pia_api,2026-04-22,Server-10954-4a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
194.146.92.74,pia,confirmed,ES,ES Madrid,wg,AS212238,"CDNEXT, GB",pia_api,2026-04-22,Server-12564-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
194.146.92.160,pia,confirmed,ES,ES Madrid,ovpntcp,AS212238,"CDNEXT, GB",pia_api,2026-04-22,Server-10953-4a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
194.146.92.105,pia,confirmed,ES,ES Madrid,ovpntcp,AS212238,"CDNEXT, GB",pia_api,2026-04-22,Server-12564-0a,Public API,Court-proven no-logs (3 FBI subpoenas returned no data)
