ip,provider,confidence,country,city,server_type,asn,asn_name,source,source_date,hostname,collection_method,threat_relevance,ip_role,prefix,score_prehire,tier_prehire,score_posthire,tier_posthire,indicator_id
79.124.1.48,astrill,confirmed,BG,,exit,AS62240,"CLOUVIDER Clouvider - Global ASN, GB",spur_2024+rdap,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,25,anchor,30,anchor,VPN-001
144.48.61.136,astrill,confirmed,GB,,exit,AS62240,"CLOUVIDER Clouvider - Global ASN, GB",spur_2024+rdap,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,25,anchor,30,anchor,VPN-001
144.48.61.66,astrill,confirmed,GB,,exit,AS62240,"CLOUVIDER Clouvider - Global ASN, GB",spur_2024+rdap,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,25,anchor,30,anchor,VPN-001
144.48.61.130,astrill,confirmed,GB,,exit,AS62240,"CLOUVIDER Clouvider - Global ASN, GB",spur_2024+rdap,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,25,anchor,30,anchor,VPN-001
107.150.38.252,astrill,medium,US,,exit,AS33387,"NOCIX - Nocix, LLC, US",spur_2024,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,20,strong,20,strong,VPN-002
23.237.33.108,astrill,medium,US,,exit,AS30058,"FDCSERVERS - FDCservers.net, US",spur_2024,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,20,strong,20,strong,VPN-002
104.140.119.84,astrill,confirmed,US,,exit,AS62904,"AS62904 - Eonix Corporation, US",spur_2024+rdap,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,25,anchor,30,anchor,VPN-001
104.140.119.45,astrill,confirmed,US,,exit,AS62904,"AS62904 - Eonix Corporation, US",spur_2024+rdap,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,25,anchor,30,anchor,VPN-001
104.140.119.229,astrill,confirmed,US,,exit,AS62904,"AS62904 - Eonix Corporation, US",spur_2024+rdap,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,25,anchor,30,anchor,VPN-001
107.167.245.114,astrill,medium,US,,exit,AS25780,"HUGESERVER-NETWORKS - HugeServer Networks, LLC, US",spur_2024,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,20,strong,20,strong,VPN-002
140.99.222.131,astrill,medium,US,,exit,AS396356,"LATITUDE-SH - Latitude.sh, US",spur_2024,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,20,strong,20,strong,VPN-002
139.99.141.158,astrill,confirmed,CA,,exit,AS16276,"OVH, FR",spur_2024+rdap,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,25,anchor,30,anchor,VPN-001
84.17.38.140,astrill,medium,GB,,exit,AS60068,"CDN77 _, GB",spur_2024,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,20,strong,20,strong,VPN-002
208.167.237.36,astrill,confirmed,US,,exit,AS20473,"AS-VULTR - The Constant Company, LLC, US",spur_2024+rdap,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,25,anchor,30,anchor,VPN-001
192.210.172.125,astrill,medium,US,,exit,AS36352,"AS-COLOCROSSING - HostPapa, US",spur_2024,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,20,strong,20,strong,VPN-002
155.94.207.5,astrill,medium,US,,exit,AS36352,"AS-COLOCROSSING - HostPapa, US",spur_2024,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,20,strong,20,strong,VPN-002
173.254.200.131,astrill,medium,US,,exit,AS36352,"AS-COLOCROSSING - HostPapa, US",spur_2024,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,20,strong,20,strong,VPN-002
38.170.181.207,astrill,medium,US,,exit,AS174,"COGENT-174 - Cogent Communications, LLC, US",spur_2024,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,20,strong,20,strong,VPN-002
38.170.181.217,astrill,medium,US,,exit,AS174,"COGENT-174 - Cogent Communications, LLC, US",spur_2024,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,20,strong,20,strong,VPN-002
74.222.14.74,astrill,medium,US,,exit,AS22439,"PERFECT-INTERNATIONAL - Perfect International, Inc, US",spur_2024,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,20,strong,20,strong,VPN-002
79.124.1.235,astrill,confirmed,BG,,exit,AS62240,"CLOUVIDER Clouvider - Global ASN, GB",spur_2024+rdap,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,25,anchor,30,anchor,VPN-001
144.48.61.47,astrill,confirmed,GB,,exit,AS62240,"CLOUVIDER Clouvider - Global ASN, GB",spur_2024+rdap,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,25,anchor,30,anchor,VPN-001
144.48.61.7,astrill,confirmed,GB,,exit,AS62240,"CLOUVIDER Clouvider - Global ASN, GB",spur_2024+rdap,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,25,anchor,30,anchor,VPN-001
144.48.61.80,astrill,confirmed,GB,,exit,AS62240,"CLOUVIDER Clouvider - Global ASN, GB",spur_2024+rdap,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,25,anchor,30,anchor,VPN-001
207.126.95.99,astrill,medium,US,,exit,AS6939,"HURRICANE - Hurricane Electric LLC, US",spur_2024,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,20,strong,20,strong,VPN-002
103.6.219.50,astrill,confirmed,AU,,exit,AS6939,"HURRICANE - Hurricane Electric LLC, US",spur_2024+rdap,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,25,anchor,30,anchor,VPN-001
23.228.77.3,astrill,medium,,,exit,,,spur_2024,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,20,strong,20,strong,VPN-002
188.214.133.138,astrill,medium,LT,,exit,AS16125,"CHERRYSERVERS1-AS, LT",spur_2024,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,20,strong,20,strong,VPN-002
104.140.119.237,astrill,confirmed,US,,exit,AS62904,"AS62904 - Eonix Corporation, US",spur_2024+rdap,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,25,anchor,30,anchor,VPN-001
104.140.119.123,astrill,confirmed,US,,exit,AS62904,"AS62904 - Eonix Corporation, US",spur_2024+rdap,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,25,anchor,30,anchor,VPN-001
101.99.64.68,astrill,medium,MY,,exit,AS45839,"SHINJIRU-MY-AS-AP Shinjiru Technology Sdn Bhd, MY",spur_2024,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,20,strong,20,strong,VPN-002
158.255.76.196,astrill,medium,LT,,exit,AS8849,"MELBICOM-EU-AS Melbikomas UAB, LT",spur_2024,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,20,strong,20,strong,VPN-002
161.202.69.56,astrill,medium,US,,exit,AS36351,"SOFTLAYER - IBM Cloud, US",spur_2024,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,20,strong,20,strong,VPN-002
5.226.137.4,astrill,medium,GB,,exit,AS25369,"BANDWIDTH-AS, GB",spur_2024,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,20,strong,20,strong,VPN-002
23.81.143.66,astrill,medium,US,,exit,AS396190,"LEASEWEB-USA-SEA - Leaseweb USA, Inc., US",spur_2024,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,20,strong,20,strong,VPN-002
2.58.45.84,astrill,medium,RO,,exit,AS9009,"M247, RO",spur_2024,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,20,strong,20,strong,VPN-002
63.143.61.157,astrill,medium,US,,exit,AS46475,"LIMESTONENETWORKS - Limestone Networks, Inc., US",spur_2024,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,20,strong,20,strong,VPN-002
38.170.181.56,astrill,medium,US,,exit,AS174,"COGENT-174 - Cogent Communications, LLC, US",spur_2024,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,20,strong,20,strong,VPN-002
79.124.1.33,astrill,confirmed,BG,,exit,AS62240,"CLOUVIDER Clouvider - Global ASN, GB",spur_2024+rdap,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,25,anchor,30,anchor,VPN-001
79.124.1.254,astrill,confirmed,BG,,exit,AS62240,"CLOUVIDER Clouvider - Global ASN, GB",spur_2024+rdap,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,25,anchor,30,anchor,VPN-001
79.124.1.174,astrill,confirmed,BG,,exit,AS62240,"CLOUVIDER Clouvider - Global ASN, GB",spur_2024+rdap,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,25,anchor,30,anchor,VPN-001
79.124.1.63,astrill,confirmed,BG,,exit,AS62240,"CLOUVIDER Clouvider - Global ASN, GB",spur_2024+rdap,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,25,anchor,30,anchor,VPN-001
79.124.1.193,astrill,confirmed,BG,,exit,AS62240,"CLOUVIDER Clouvider - Global ASN, GB",spur_2024+rdap,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,25,anchor,30,anchor,VPN-001
144.48.61.52,astrill,confirmed,GB,,exit,AS62240,"CLOUVIDER Clouvider - Global ASN, GB",spur_2024+rdap,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,25,anchor,30,anchor,VPN-001
144.48.61.26,astrill,confirmed,GB,,exit,AS62240,"CLOUVIDER Clouvider - Global ASN, GB",spur_2024+rdap,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,25,anchor,30,anchor,VPN-001
144.48.61.2,astrill,confirmed,GB,,exit,AS62240,"CLOUVIDER Clouvider - Global ASN, GB",spur_2024+rdap,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,25,anchor,30,anchor,VPN-001
208.87.241.52,astrill,medium,US,,exit,AS40676,"AS40676 - Psychz Networks, US",spur_2024,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,20,strong,20,strong,VPN-002
185.107.69.214,astrill,medium,NL,,exit,AS43350,"NFORCE, NL",spur_2024,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,20,strong,20,strong,VPN-002
104.140.119.232,astrill,confirmed,US,,exit,AS62904,"AS62904 - Eonix Corporation, US",spur_2024+rdap,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,25,anchor,30,anchor,VPN-001
172.252.11.5,astrill,medium,US,,exit,AS18779,"EGIHOSTING - EGIHosting, US",spur_2024,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,20,strong,20,strong,VPN-002
207.126.94.214,astrill,medium,US,,exit,AS6939,"HURRICANE - Hurricane Electric LLC, US",spur_2024,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,20,strong,20,strong,VPN-002
104.223.98.7,astrill,medium,US,,exit,AS36352,"AS-COLOCROSSING - HostPapa, US",spur_2024,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,20,strong,20,strong,VPN-002
155.94.255.5,astrill,medium,US,,exit,AS36352,"AS-COLOCROSSING - HostPapa, US",spur_2024,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,20,strong,20,strong,VPN-002
95.143.193.152,astrill,medium,SE,,exit,AS49770,"INTERNETPORT-AS, SE",spur_2024,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,20,strong,20,strong,VPN-002
66.118.255.37,astrill,medium,SG,,exit,AS400061,"IGNERO - Hyonix, SG",spur_2024,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,20,strong,20,strong,VPN-002
204.44.96.131,astrill,medium,US,,exit,AS36352,"AS-COLOCROSSING - HostPapa, US",spur_2024,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,20,strong,20,strong,VPN-002
38.170.181.253,astrill,medium,US,,exit,AS174,"COGENT-174 - Cogent Communications, LLC, US",spur_2024,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,20,strong,20,strong,VPN-002
38.170.181.238,astrill,medium,US,,exit,AS174,"COGENT-174 - Cogent Communications, LLC, US",spur_2024,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,20,strong,20,strong,VPN-002
38.170.181.164,astrill,medium,US,,exit,AS174,"COGENT-174 - Cogent Communications, LLC, US",spur_2024,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,20,strong,20,strong,VPN-002
79.124.1.156,astrill,confirmed,BG,,exit,AS62240,"CLOUVIDER Clouvider - Global ASN, GB",spur_2024+rdap,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,25,anchor,30,anchor,VPN-001
144.48.61.72,astrill,confirmed,GB,,exit,AS62240,"CLOUVIDER Clouvider - Global ASN, GB",spur_2024+rdap,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,25,anchor,30,anchor,VPN-001
144.48.61.161,astrill,confirmed,GB,,exit,AS62240,"CLOUVIDER Clouvider - Global ASN, GB",spur_2024+rdap,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,25,anchor,30,anchor,VPN-001
144.48.61.245,astrill,confirmed,GB,,exit,AS62240,"CLOUVIDER Clouvider - Global ASN, GB",spur_2024+rdap,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,25,anchor,30,anchor,VPN-001
144.48.61.188,astrill,confirmed,GB,,exit,AS62240,"CLOUVIDER Clouvider - Global ASN, GB",spur_2024+rdap,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,25,anchor,30,anchor,VPN-001
191.101.51.236,astrill,medium,AE,,exit,AS197071,"ACTIVE-SERVERS active-servers.com, DE",spur_2024,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,20,strong,20,strong,VPN-002
207.126.86.131,astrill,medium,US,,exit,AS6939,"HURRICANE - Hurricane Electric LLC, US",spur_2024,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,20,strong,20,strong,VPN-002
45.90.210.12,astrill,medium,DE,,exit,AS9312,"XTOM xTom, HK",spur_2024,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,20,strong,20,strong,VPN-002
50.118.211.4,astrill,medium,US,,exit,AS18779,"EGIHOSTING - EGIHosting, US",spur_2024,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,20,strong,20,strong,VPN-002
23.237.102.132,astrill,medium,US,,exit,AS30058,"FDCSERVERS - FDCservers.net, US",spur_2024,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,20,strong,20,strong,VPN-002
23.237.32.34,astrill,medium,US,,exit,AS30058,"FDCSERVERS - FDCservers.net, US",spur_2024,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,20,strong,20,strong,VPN-002
104.140.119.115,astrill,confirmed,US,,exit,AS62904,"AS62904 - Eonix Corporation, US",spur_2024+rdap,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,25,anchor,30,anchor,VPN-001
104.140.119.80,astrill,confirmed,US,,exit,AS62904,"AS62904 - Eonix Corporation, US",spur_2024+rdap,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,25,anchor,30,anchor,VPN-001
70.36.99.82,astrill,medium,US,,exit,AS22439,"PERFECT-INTERNATIONAL - Perfect International, Inc, US",spur_2024,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,20,strong,20,strong,VPN-002
27.122.13.2,astrill,medium,HK,,exit,AS55536,"PSWITCH-HK PACSWITCH IP NETWORK, HK",spur_2024,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,20,strong,20,strong,VPN-002
83.143.86.151,astrill,medium,NO,,exit,AS34989,"SERVETHEWORLD-AS, NO",spur_2024,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,20,strong,20,strong,VPN-002
161.202.235.9,astrill,medium,US,,exit,AS36351,"SOFTLAYER - IBM Cloud, US",spur_2024,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,20,strong,20,strong,VPN-002
70.39.103.4,astrill,medium,US,,exit,AS46844,"SHARKTECH - Sharktech, US",spur_2024,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,20,strong,20,strong,VPN-002
139.99.190.116,astrill,confirmed,CA,,exit,AS16276,"OVH, FR",spur_2024+rdap,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,25,anchor,30,anchor,VPN-001
45.58.143.198,astrill,medium,US,,exit,AS46844,"SHARKTECH - Sharktech, US",spur_2024,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,20,strong,20,strong,VPN-002
88.216.2.164,astrill,medium,LT,,exit,AS400175,"MICROTRONIX-ESOLUTIONS - Microtronix ESolutions, LLC, US",spur_2024,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,20,strong,20,strong,VPN-002
209.127.150.188,astrill,medium,,,exit,,,spur_2024,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,20,strong,20,strong,VPN-002
209.127.150.16,astrill,medium,,,exit,,,spur_2024,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,20,strong,20,strong,VPN-002
216.155.131.206,astrill,confirmed,US,,exit,AS20473,"AS-VULTR - The Constant Company, LLC, US",spur_2024+rdap,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,25,anchor,30,anchor,VPN-001
104.223.2.12,astrill,medium,US,,exit,AS203020,"HOSTROYALE, IN",spur_2024,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,20,strong,20,strong,VPN-002
38.170.181.143,astrill,medium,US,,exit,AS174,"COGENT-174 - Cogent Communications, LLC, US",spur_2024,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,20,strong,20,strong,VPN-002
38.170.181.198,astrill,medium,US,,exit,AS174,"COGENT-174 - Cogent Communications, LLC, US",spur_2024,2024-01-01,,Spur seed + RDAP validation + Shodan org,"PRIMARY DPRK (Mandiant, Microsoft, Spur, Unit 42, SecurityScorecard: UNC5267 + Lazarus)",egress,,20,strong,20,strong,VPN-002
